date,store_nbr,transactions
7/25/2014,5,1453
7/25/2014,6,1648
7/25/2014,7,1792
7/25/2014,8,2858
7/25/2014,9,1761
7/25/2014,10,844
7/25/2014,11,2200
7/25/2014,12,1096
7/25/2014,13,839
7/25/2014,14,1316
7/25/2014,15,1174
7/25/2014,16,842
7/25/2014,17,1002
7/25/2014,18,1188
7/25/2014,19,1105
7/25/2014,23,1117
7/25/2014,24,1816
7/25/2014,25,1723
7/25/2014,26,604
7/25/2014,27,1720
7/25/2014,28,1097
7/25/2014,30,509
7/25/2014,31,1154
7/25/2014,32,572
7/25/2014,33,791
7/25/2014,34,2514
7/25/2014,35,772
7/25/2014,36,1032
7/25/2014,37,1632
7/25/2014,38,1661
7/25/2014,39,1319
7/25/2014,40,1198
7/25/2014,41,909
7/25/2014,43,1193
7/25/2014,44,4140
7/25/2014,45,3667
7/25/2014,46,3172
7/25/2014,47,3603
7/25/2014,48,2728
7/25/2014,49,2316
7/25/2014,50,2590
7/25/2014,51,1794
7/25/2014,53,675
7/25/2014,54,771
7/26/2014,1,1236
7/26/2014,2,2025
7/26/2014,3,3337
7/26/2014,4,1551
7/26/2014,5,1568
7/26/2014,6,1956
7/26/2014,7,1687
7/26/2014,8,2737
7/26/2014,9,2180
7/26/2014,10,1127
7/26/2014,11,2226
7/26/2014,12,1275
7/26/2014,13,1166
7/26/2014,14,1742
7/26/2014,15,1233
7/26/2014,16,1100
7/26/2014,17,1296
7/26/2014,18,1216
7/26/2014,19,1807
7/26/2014,23,1121
7/26/2014,24,2078
7/26/2014,25,1586
7/26/2014,26,626
7/26/2014,27,1607
7/26/2014,28,1192
7/26/2014,30,676
7/26/2014,31,1462
7/26/2014,32,639
7/26/2014,33,1103
7/26/2014,34,2360
7/26/2014,35,807
7/26/2014,36,1094
7/26/2014,37,1465
7/26/2014,38,2164
7/26/2014,39,1510
7/26/2014,40,1299
7/26/2014,41,1146
7/26/2014,43,1308
7/26/2014,44,4746
7/26/2014,45,4228
7/26/2014,46,4016
7/26/2014,47,4275
7/26/2014,48,3427
7/26/2014,49,2688
7/26/2014,50,3103
7/26/2014,51,1645
7/26/2014,53,862
7/26/2014,54,959
7/27/2014,1,494
7/27/2014,2,1787
7/27/2014,3,3304
7/27/2014,4,1553
7/27/2014,5,1398
7/27/2014,6,1986
7/27/2014,7,1336
7/27/2014,8,2505
7/27/2014,9,1900
7/27/2014,10,878
7/27/2014,11,2114
7/27/2014,12,1095
7/27/2014,13,820
7/27/2014,14,965
7/27/2014,15,906
7/27/2014,16,1167
7/27/2014,17,1314
7/27/2014,18,1149
7/27/2014,19,1063
7/27/2014,23,937
7/27/2014,24,1718
7/27/2014,25,877
7/27/2014,26,582
7/27/2014,27,1709
7/27/2014,28,1441
7/27/2014,30,633
7/27/2014,31,1574
7/27/2014,32,571
7/27/2014,33,1273
7/27/2014,34,2421
7/27/2014,35,636
7/27/2014,36,1201
7/27/2014,37,1105
7/27/2014,38,2055
7/27/2014,39,1300
7/27/2014,40,1154
7/27/2014,41,1276
7/27/2014,43,1416
7/27/2014,44,4526
7/27/2014,45,4093
7/27/2014,46,4162
7/27/2014,47,4259
7/27/2014,48,3867
7/27/2014,49,2693
7/27/2014,50,2830
7/27/2014,51,1684
7/27/2014,53,1004
7/27/2014,54,1196
7/28/2014,1,1902
7/28/2014,2,1883
7/28/2014,3,2900
7/28/2014,4,1423
7/28/2014,5,1464
7/28/2014,6,1738
7/28/2014,7,1783
7/28/2014,8,2714
7/28/2014,9,1913
7/28/2014,10,1022
7/28/2014,11,2204
7/28/2014,12,1129
7/28/2014,13,909
7/28/2014,14,1517
7/28/2014,15,1408
7/28/2014,16,946
7/28/2014,17,1277
7/28/2014,18,1316
7/28/2014,19,1228
7/28/2014,23,1005
7/28/2014,24,2237
7/28/2014,25,718
7/28/2014,26,554
7/28/2014,27,1254
7/28/2014,28,1023
7/28/2014,30,683
7/28/2014,31,1201
7/28/2014,32,592
7/28/2014,33,1114
7/28/2014,34,2463
7/28/2014,35,580
7/28/2014,36,1021
7/28/2014,37,1459
7/28/2014,38,1602
7/28/2014,39,1332
7/28/2014,40,1441
7/28/2014,41,858
7/28/2014,43,1270
7/28/2014,44,3830
7/28/2014,45,3331
7/28/2014,46,3074
7/28/2014,47,3428
7/28/2014,48,2648
7/28/2014,49,2133
7/28/2014,50,2390
7/28/2014,51,1655
7/28/2014,53,704
7/28/2014,54,847
7/29/2014,1,1751
7/29/2014,2,1762
7/29/2014,3,2780
7/29/2014,4,1384
7/29/2014,5,1344
7/29/2014,6,1585
7/29/2014,7,1712
7/29/2014,8,2563
7/29/2014,9,1873
7/29/2014,10,1056
7/29/2014,11,2158
7/29/2014,12,1177
7/29/2014,13,851
7/29/2014,14,1384
7/29/2014,15,1312
7/29/2014,16,946
7/29/2014,17,1318
7/29/2014,18,1307
7/29/2014,19,1184
7/29/2014,23,1015
7/29/2014,24,2114
7/29/2014,25,658
7/29/2014,26,490
7/29/2014,27,1186
7/29/2014,28,1045
7/29/2014,30,714
7/29/2014,31,1211
7/29/2014,32,534
7/29/2014,33,1105
7/29/2014,34,2264
7/29/2014,35,590
7/29/2014,36,1060
7/29/2014,37,1490
7/29/2014,38,1528
7/29/2014,39,1364
7/29/2014,40,1396
7/29/2014,41,857
7/29/2014,43,1112
7/29/2014,44,3758
7/29/2014,45,3171
7/29/2014,46,2820
7/29/2014,47,3168
7/29/2014,48,2244
7/29/2014,49,2083
7/29/2014,50,2312
7/29/2014,51,1526
7/29/2014,53,602
7/29/2014,54,758
7/30/2014,1,1845
7/30/2014,2,1861
7/30/2014,3,2981
7/30/2014,4,1411
7/30/2014,5,1423
7/30/2014,6,1622
7/30/2014,7,1829
7/30/2014,8,2731
7/30/2014,9,1797
7/30/2014,10,890
7/30/2014,11,2022
7/30/2014,12,1106
7/30/2014,13,755
7/30/2014,14,1370
7/30/2014,15,1223
7/30/2014,16,817
7/30/2014,17,1098
7/30/2014,18,1188
7/30/2014,19,1236
7/30/2014,23,1102
7/30/2014,24,2355
7/30/2014,25,752
7/30/2014,26,557
7/30/2014,27,1281
7/30/2014,28,907
7/30/2014,30,650
7/30/2014,31,1142
7/30/2014,32,500
7/30/2014,33,920
7/30/2014,34,2180
7/30/2014,35,553
7/30/2014,36,929
7/30/2014,37,1607
7/30/2014,38,1619
7/30/2014,39,1239
7/30/2014,40,1134
7/30/2014,41,909
7/30/2014,43,1090
7/30/2014,44,4128
7/30/2014,45,3310
7/30/2014,46,3052
7/30/2014,47,3543
7/30/2014,48,2522
7/30/2014,49,2211
7/30/2014,50,2374
7/30/2014,51,1730
7/30/2014,53,702
7/30/2014,54,702
7/31/2014,1,1733
7/31/2014,2,1831
7/31/2014,3,2745
7/31/2014,4,1288
7/31/2014,5,1409
7/31/2014,6,1572
7/31/2014,7,1675
7/31/2014,8,2650
7/31/2014,9,2092
7/31/2014,10,887
7/31/2014,11,2321
7/31/2014,12,1146
7/31/2014,13,840
7/31/2014,14,1439
7/31/2014,15,1259
7/31/2014,16,915
7/31/2014,17,1101
7/31/2014,18,1327
7/31/2014,19,1186
7/31/2014,23,998
7/31/2014,24,2208
7/31/2014,25,712
7/31/2014,26,539
7/31/2014,27,1237
7/31/2014,28,1123
7/31/2014,30,720
7/31/2014,31,1326
7/31/2014,32,583
7/31/2014,33,1027
7/31/2014,34,2323
7/31/2014,35,633
7/31/2014,36,1121
7/31/2014,37,1466
7/31/2014,38,1539
7/31/2014,39,1383
7/31/2014,40,1286
7/31/2014,41,887
7/31/2014,43,1178
7/31/2014,44,3836
7/31/2014,45,3236
7/31/2014,46,3075
7/31/2014,47,3470
7/31/2014,48,2776
7/31/2014,49,2104
7/31/2014,50,2300
7/31/2014,51,1503
7/31/2014,53,673
7/31/2014,54,756
8/1/2014,1,1930
8/1/2014,2,2080
8/1/2014,3,3204
8/1/2014,4,1623
8/1/2014,5,1666
8/1/2014,6,1894
8/1/2014,7,2025
8/1/2014,8,2924
8/1/2014,9,2129
8/1/2014,10,1081
8/1/2014,11,2668
8/1/2014,12,1161
8/1/2014,13,941
8/1/2014,14,1454
8/1/2014,15,1347
8/1/2014,16,974
8/1/2014,17,1141
8/1/2014,18,1321
8/1/2014,19,1339
8/1/2014,23,1124
8/1/2014,24,2593
8/1/2014,25,1061
8/1/2014,26,732
8/1/2014,27,1353
8/1/2014,28,1084
8/1/2014,30,685
8/1/2014,31,1350
8/1/2014,32,702
8/1/2014,33,1115
8/1/2014,34,2753
8/1/2014,35,647
8/1/2014,36,1094
8/1/2014,37,1772
8/1/2014,38,1919
8/1/2014,39,1454
8/1/2014,40,1366
8/1/2014,41,1036
8/1/2014,43,1331
8/1/2014,44,4493
8/1/2014,45,4197
8/1/2014,46,3759
8/1/2014,47,4148
8/1/2014,48,3319
8/1/2014,49,2790
8/1/2014,50,2810
8/1/2014,51,1899
8/1/2014,53,791
8/1/2014,54,917
8/2/2014,1,1207
8/2/2014,2,2018
8/2/2014,3,3438
8/2/2014,4,1645
8/2/2014,5,1756
8/2/2014,6,2207
8/2/2014,7,1615
8/2/2014,8,2900
8/2/2014,9,2653
8/2/2014,10,1325
8/2/2014,11,2771
8/2/2014,12,1220
8/2/2014,13,1311
8/2/2014,14,1799
8/2/2014,15,1415
8/2/2014,16,1174
8/2/2014,17,1441
8/2/2014,18,1294
8/2/2014,19,2083
8/2/2014,23,1019
8/2/2014,24,2495
8/2/2014,25,1294
8/2/2014,26,881
8/2/2014,27,1802
8/2/2014,28,1460
8/2/2014,30,749
8/2/2014,31,1739
8/2/2014,32,740
8/2/2014,33,1352
8/2/2014,34,3112
8/2/2014,35,787
8/2/2014,36,1287
8/2/2014,37,1566
8/2/2014,38,2403
8/2/2014,39,1717
8/2/2014,40,1490
8/2/2014,41,1290
8/2/2014,43,1386
8/2/2014,44,5006
8/2/2014,45,4692
8/2/2014,46,4722
8/2/2014,47,4662
8/2/2014,48,4262
8/2/2014,49,2979
8/2/2014,50,3320
8/2/2014,51,2140
8/2/2014,53,1007
8/2/2014,54,1018
8/3/2014,1,459
8/3/2014,2,1821
8/3/2014,3,3303
8/3/2014,4,1600
8/3/2014,5,1586
8/3/2014,6,2041
8/3/2014,7,1366
8/3/2014,8,2636
8/3/2014,9,2397
8/3/2014,10,1007
8/3/2014,11,2802
8/3/2014,12,1130
8/3/2014,13,970
8/3/2014,14,917
8/3/2014,15,1018
8/3/2014,16,1295
8/3/2014,17,1435
8/3/2014,18,1281
8/3/2014,19,1119
8/3/2014,23,917
8/3/2014,24,1977
8/3/2014,25,847
8/3/2014,26,821
8/3/2014,27,1944
8/3/2014,28,1685
8/3/2014,30,732
8/3/2014,31,1835
8/3/2014,32,722
8/3/2014,33,1343
8/3/2014,34,2751
8/3/2014,35,816
8/3/2014,36,1352
8/3/2014,37,1109
8/3/2014,38,2339
8/3/2014,39,1375
8/3/2014,40,1359
8/3/2014,41,1353
8/3/2014,43,1404
8/3/2014,44,4931
8/3/2014,45,4543
8/3/2014,46,4801
8/3/2014,47,4632
8/3/2014,48,4521
8/3/2014,49,2884
8/3/2014,50,3100
8/3/2014,51,2059
8/3/2014,53,1102
8/3/2014,54,1343
8/4/2014,1,1892
8/4/2014,2,1956
8/4/2014,3,3092
8/4/2014,4,1437
8/4/2014,5,1552
8/4/2014,6,1764
8/4/2014,7,1813
8/4/2014,8,2848
8/4/2014,9,2490
8/4/2014,10,1137
8/4/2014,11,2740
8/4/2014,12,1210
8/4/2014,13,985
8/4/2014,15,1451
8/4/2014,16,1025
8/4/2014,17,1286
8/4/2014,18,1397
8/4/2014,19,1394
8/4/2014,23,1049
8/4/2014,24,2343
8/4/2014,25,807
8/4/2014,26,627
8/4/2014,27,1338
8/4/2014,28,1142
8/4/2014,30,725
8/4/2014,31,1337
8/4/2014,32,610
8/4/2014,33,1292
8/4/2014,34,2588
8/4/2014,35,666
8/4/2014,36,1163
8/4/2014,37,1546
8/4/2014,38,1700
8/4/2014,39,1426
8/4/2014,40,1519
8/4/2014,41,989
8/4/2014,43,1388
8/4/2014,44,4272
8/4/2014,45,3846
8/4/2014,46,3568
8/4/2014,47,4056
8/4/2014,48,3329
8/4/2014,49,2441
8/4/2014,50,2612
8/4/2014,51,1706
8/4/2014,53,690
8/4/2014,54,914
8/5/2014,1,1782
8/5/2014,2,1948
8/5/2014,3,2876
8/5/2014,4,1354
8/5/2014,5,1468
8/5/2014,6,1706
8/5/2014,7,1771
8/5/2014,8,2795
8/5/2014,9,2319
8/5/2014,10,1143
8/5/2014,11,2685
8/5/2014,12,1206
8/5/2014,13,952
8/5/2014,15,1382
8/5/2014,16,936
8/5/2014,17,1335
8/5/2014,18,1409
8/5/2014,19,1210
8/5/2014,23,1076
8/5/2014,24,2220
8/5/2014,25,696
8/5/2014,26,587
8/5/2014,27,1223
8/5/2014,28,1182
8/5/2014,30,765
8/5/2014,31,1414
8/5/2014,32,564
8/5/2014,33,1288
8/5/2014,34,2468
8/5/2014,35,676
8/5/2014,36,1246
8/5/2014,37,1533
8/5/2014,38,1577
8/5/2014,39,1494
8/5/2014,40,1466
8/5/2014,41,912
8/5/2014,43,1207
8/5/2014,44,3871
8/5/2014,45,3497
8/5/2014,46,3270
8/5/2014,47,3733
8/5/2014,48,2918
8/5/2014,49,2202
8/5/2014,50,2685
8/5/2014,51,1586
8/5/2014,53,683
8/5/2014,54,862
8/6/2014,1,1791
8/6/2014,2,1996
8/6/2014,3,3033
8/6/2014,4,1447
8/6/2014,5,1542
8/6/2014,6,1692
8/6/2014,7,1740
8/6/2014,8,2914
8/6/2014,9,2035
8/6/2014,10,1004
8/6/2014,11,2552
8/6/2014,12,1146
8/6/2014,13,893
8/6/2014,15,1324
8/6/2014,16,890
8/6/2014,17,1224
8/6/2014,18,1287
8/6/2014,19,1239
8/6/2014,23,1073
8/6/2014,24,2417
8/6/2014,25,863
8/6/2014,26,586
8/6/2014,27,1290
8/6/2014,28,956
8/6/2014,30,663
8/6/2014,31,1185
8/6/2014,32,570
8/6/2014,33,1135
8/6/2014,34,2307
8/6/2014,35,590
8/6/2014,36,981
8/6/2014,37,1540
8/6/2014,38,1758
8/6/2014,39,1276
8/6/2014,40,1352
8/6/2014,41,920
8/6/2014,43,1359
8/6/2014,44,4347
8/6/2014,45,3512
8/6/2014,46,3387
8/6/2014,47,3867
8/6/2014,48,2901
8/6/2014,49,2384
8/6/2014,50,2511
8/6/2014,51,1761
8/6/2014,53,776
8/6/2014,54,771
8/7/2014,1,1657
8/7/2014,2,1732
8/7/2014,3,2686
8/7/2014,4,1309
8/7/2014,5,1330
8/7/2014,6,1558
8/7/2014,7,1633
8/7/2014,8,2700
8/7/2014,9,2163
8/7/2014,10,1035
8/7/2014,11,2451
8/7/2014,12,1179
8/7/2014,13,907
8/7/2014,15,1332
8/7/2014,16,881
8/7/2014,17,1185
8/7/2014,18,1333
8/7/2014,19,1081
8/7/2014,23,1056
8/7/2014,24,2154
8/7/2014,25,838
8/7/2014,26,485
8/7/2014,27,1283
8/7/2014,28,987
8/7/2014,30,702
8/7/2014,31,1218
8/7/2014,32,573
8/7/2014,33,1088
8/7/2014,34,2432
8/7/2014,35,600
8/7/2014,36,1003
8/7/2014,37,1476
8/7/2014,38,1616
8/7/2014,39,1363
8/7/2014,40,1221
8/7/2014,41,918
8/7/2014,43,1391
8/7/2014,44,3844
8/7/2014,45,3373
8/7/2014,46,3089
8/7/2014,47,3453
8/7/2014,48,2771
8/7/2014,49,2229
8/7/2014,50,2343
8/7/2014,51,1510
8/7/2014,53,690
8/7/2014,54,762
8/8/2014,1,1835
8/8/2014,2,1840
8/8/2014,3,2998
8/8/2014,4,1486
8/8/2014,5,1540
8/8/2014,6,1715
8/8/2014,7,1845
8/8/2014,8,2873
8/8/2014,9,1888
8/8/2014,10,940
8/8/2014,11,2401
8/8/2014,12,1058
8/8/2014,13,900
8/8/2014,15,1333
8/8/2014,16,849
8/8/2014,17,1099
8/8/2014,18,1292
8/8/2014,19,1226
8/8/2014,23,1060
8/8/2014,24,2405
8/8/2014,25,1138
8/8/2014,26,583
8/8/2014,27,1247
8/8/2014,28,902
8/8/2014,30,638
8/8/2014,31,1254
8/8/2014,32,511
8/8/2014,33,986
8/8/2014,34,2647
8/8/2014,35,552
8/8/2014,36,1066
8/8/2014,37,1603
8/8/2014,38,1718
8/8/2014,39,1392
8/8/2014,40,1169
8/8/2014,41,963
8/8/2014,43,1323
8/8/2014,44,4377
8/8/2014,45,3822
8/8/2014,46,3274
8/8/2014,47,3718
8/8/2014,48,2819
8/8/2014,49,2450
8/8/2014,50,2686
8/8/2014,51,1772
8/8/2014,53,673
8/8/2014,54,832
8/9/2014,1,1216
8/9/2014,2,1984
8/9/2014,3,3178
8/9/2014,4,1628
8/9/2014,5,1586
8/9/2014,6,1937
8/9/2014,7,1611
8/9/2014,8,2675
8/9/2014,9,2299
8/9/2014,10,1188
8/9/2014,11,2417
8/9/2014,12,1166
8/9/2014,13,1181
8/9/2014,15,1260
8/9/2014,16,1064
8/9/2014,17,1356
8/9/2014,18,1207
8/9/2014,19,1987
8/9/2014,23,1014
8/9/2014,24,2294
8/9/2014,25,1361
8/9/2014,26,665
8/9/2014,27,1674
8/9/2014,28,1313
8/9/2014,30,752
8/9/2014,31,1502
8/9/2014,32,688
8/9/2014,33,1291
8/9/2014,34,2790
8/9/2014,35,661
8/9/2014,36,1158
8/9/2014,37,1397
8/9/2014,38,2199
8/9/2014,39,1579
8/9/2014,40,1353
8/9/2014,41,1196
8/9/2014,43,1416
8/9/2014,44,4715
8/9/2014,45,4197
8/9/2014,46,4186
8/9/2014,47,4357
8/9/2014,48,3528
8/9/2014,49,2777
8/9/2014,50,3256
8/9/2014,51,1822
8/9/2014,53,935
8/9/2014,54,994
8/10/2014,1,477
8/10/2014,2,1800
8/10/2014,3,3146
8/10/2014,4,1537
8/10/2014,5,1474
8/10/2014,6,1880
8/10/2014,7,1312
8/10/2014,8,2482
8/10/2014,9,2087
8/10/2014,10,919
8/10/2014,11,2382
8/10/2014,12,1124
8/10/2014,13,711
8/10/2014,15,944
8/10/2014,16,1177
8/10/2014,17,1272
8/10/2014,18,1141
8/10/2014,19,1037
8/10/2014,23,943
8/10/2014,24,1733
8/10/2014,25,818
8/10/2014,26,688
8/10/2014,27,1855
8/10/2014,28,1479
8/10/2014,30,672
8/10/2014,31,1635
8/10/2014,32,646
8/10/2014,33,1296
8/10/2014,34,2408
8/10/2014,35,665
8/10/2014,36,1184
8/10/2014,37,1026
8/10/2014,38,2015
8/10/2014,39,1322
8/10/2014,40,1260
8/10/2014,41,1288
8/10/2014,43,1464
8/10/2014,44,4738
8/10/2014,45,4217
8/10/2014,46,4140
8/10/2014,47,4300
8/10/2014,48,3838
8/10/2014,49,2653
8/10/2014,50,2955
8/10/2014,51,1784
8/10/2014,53,989
8/10/2014,54,1272
8/11/2014,1,1824
8/11/2014,2,1863
8/11/2014,3,2878
8/11/2014,4,1469
8/11/2014,5,1598
8/11/2014,6,1726
8/11/2014,7,1680
8/11/2014,8,2773
8/11/2014,9,2148
8/11/2014,10,1087
8/11/2014,11,2354
8/11/2014,12,1188
8/11/2014,13,942
8/11/2014,15,1418
8/11/2014,16,948
8/11/2014,17,1294
8/11/2014,18,1419
8/11/2014,19,1286
8/11/2014,23,1025
8/11/2014,24,2240
8/11/2014,25,852
8/11/2014,26,534
8/11/2014,27,1354
8/11/2014,28,1121
8/11/2014,30,663
8/11/2014,31,1336
8/11/2014,32,572
8/11/2014,33,1164
8/11/2014,34,2409
8/11/2014,35,625
8/11/2014,36,1044
8/11/2014,37,1505
8/11/2014,38,1597
8/11/2014,39,1400
8/11/2014,40,1543
8/11/2014,41,960
8/11/2014,43,1424
8/11/2014,44,4383
8/11/2014,45,3536
8/11/2014,46,3314
8/11/2014,47,3597
8/11/2014,48,2824
8/11/2014,49,2309
8/11/2014,50,2484
8/11/2014,51,1536
8/11/2014,53,700
8/11/2014,54,962
8/12/2014,1,1701
8/12/2014,2,1725
8/12/2014,3,2609
8/12/2014,4,1391
8/12/2014,5,1483
8/12/2014,6,1457
8/12/2014,7,1653
8/12/2014,8,2526
8/12/2014,9,1777
8/12/2014,10,1178
8/12/2014,11,2303
8/12/2014,12,1120
8/12/2014,13,943
8/12/2014,15,1340
8/12/2014,16,1001
8/12/2014,17,1260
8/12/2014,18,1414
8/12/2014,19,1193
8/12/2014,23,978
8/12/2014,24,2221
8/12/2014,25,792
8/12/2014,26,485
8/12/2014,27,1251
8/12/2014,28,1054
8/12/2014,30,714
8/12/2014,31,1315
8/12/2014,32,575
8/12/2014,33,1213
8/12/2014,34,2314
8/12/2014,35,614
8/12/2014,36,1183
8/12/2014,37,1335
8/12/2014,38,1465
8/12/2014,39,1352
8/12/2014,40,1471
8/12/2014,41,920
8/12/2014,43,1275
8/12/2014,44,3927
8/12/2014,45,3172
8/12/2014,46,3017
8/12/2014,47,2781
8/12/2014,48,2455
8/12/2014,49,2037
8/12/2014,50,2467
8/12/2014,51,1374
8/12/2014,53,639
8/12/2014,54,810
8/13/2014,1,1868
8/13/2014,2,1948
8/13/2014,3,2991
8/13/2014,4,1502
8/13/2014,5,1466
8/13/2014,6,1730
8/13/2014,7,1812
8/13/2014,8,2820
8/13/2014,9,1881
8/13/2014,10,958
8/13/2014,11,2167
8/13/2014,12,1176
8/13/2014,13,839
8/13/2014,15,1300
8/13/2014,16,885
8/13/2014,17,1100
8/13/2014,18,1309
8/13/2014,19,1216
8/13/2014,23,1075
8/13/2014,24,2413
8/13/2014,25,886
8/13/2014,26,543
8/13/2014,27,1324
8/13/2014,28,971
8/13/2014,30,654
8/13/2014,31,1169
8/13/2014,32,613
8/13/2014,33,1051
8/13/2014,34,2213
8/13/2014,35,545
8/13/2014,36,983
8/13/2014,37,1533
8/13/2014,38,1610
8/13/2014,39,1296
8/13/2014,40,1271
8/13/2014,41,948
8/13/2014,43,1171
8/13/2014,44,4503
8/13/2014,45,3475
8/13/2014,46,3146
8/13/2014,47,3564
8/13/2014,48,2652
8/13/2014,49,2320
8/13/2014,50,2487
8/13/2014,51,1606
8/13/2014,53,750
8/13/2014,54,630
8/14/2014,1,1720
8/14/2014,2,1834
8/14/2014,3,2710
8/14/2014,4,1332
8/14/2014,5,1439
8/14/2014,6,1647
8/14/2014,7,1656
8/14/2014,8,2748
8/14/2014,9,2087
8/14/2014,10,952
8/14/2014,11,2226
8/14/2014,12,1112
8/14/2014,13,847
8/14/2014,15,1330
8/14/2014,16,856
8/14/2014,17,1150
8/14/2014,18,1441
8/14/2014,19,1125
8/14/2014,23,940
8/14/2014,24,2195
8/14/2014,25,773
8/14/2014,26,513
8/14/2014,27,1196
8/14/2014,28,979
8/14/2014,30,691
8/14/2014,31,1249
8/14/2014,32,584
8/14/2014,33,1014
8/14/2014,34,2258
8/14/2014,35,528
8/14/2014,36,983
8/14/2014,37,1435
8/14/2014,38,1444
8/14/2014,39,1316
8/14/2014,40,1229
8/14/2014,41,843
8/14/2014,43,1233
8/14/2014,44,4221
8/14/2014,45,3181
8/14/2014,46,3179
8/14/2014,47,3465
8/14/2014,48,2659
8/14/2014,49,2197
8/14/2014,50,2419
8/14/2014,51,1447
8/14/2014,53,621
8/14/2014,54,783
8/15/2014,1,1833
8/15/2014,2,1930
8/15/2014,3,3219
8/15/2014,4,1586
8/15/2014,5,1548
8/15/2014,6,1800
8/15/2014,7,1883
8/15/2014,8,2987
8/15/2014,9,2071
8/15/2014,10,974
8/15/2014,11,2363
8/15/2014,12,1053
8/15/2014,13,893
8/15/2014,15,1283
8/15/2014,16,906
8/15/2014,17,1154
8/15/2014,18,1446
8/15/2014,19,1147
8/15/2014,23,1097
8/15/2014,24,2506
8/15/2014,25,1041
8/15/2014,26,628
8/15/2014,27,1298
8/15/2014,28,912
8/15/2014,30,691
8/15/2014,31,1237
8/15/2014,32,541
8/15/2014,33,982
8/15/2014,34,2645
8/15/2014,35,555
8/15/2014,36,990
8/15/2014,37,1548
8/15/2014,38,1712
8/15/2014,39,1322
8/15/2014,40,1303
8/15/2014,41,1003
8/15/2014,43,1257
8/15/2014,44,4858
8/15/2014,45,3769
8/15/2014,46,3560
8/15/2014,47,3981
8/15/2014,48,3010
8/15/2014,49,2608
8/15/2014,50,2703
8/15/2014,51,1858
8/15/2014,53,785
8/15/2014,54,869
8/16/2014,1,1257
8/16/2014,2,2088
8/16/2014,3,3533
8/16/2014,4,1696
8/16/2014,5,1595
8/16/2014,6,2074
8/16/2014,7,1834
8/16/2014,8,2918
8/16/2014,9,2485
8/16/2014,10,1314
8/16/2014,11,2522
8/16/2014,12,1231
8/16/2014,13,1261
8/16/2014,15,1202
8/16/2014,16,1036
8/16/2014,17,1351
8/16/2014,18,1405
8/16/2014,19,1880
8/16/2014,23,956
8/16/2014,24,2479
8/16/2014,25,1243
8/16/2014,26,722
8/16/2014,27,1688
8/16/2014,28,1327
8/16/2014,30,724
8/16/2014,31,1470
8/16/2014,32,682
8/16/2014,33,1330
8/16/2014,34,2950
8/16/2014,35,730
8/16/2014,36,1148
8/16/2014,37,1354
8/16/2014,38,2038
8/16/2014,39,1529
8/16/2014,40,1390
8/16/2014,41,1130
8/16/2014,43,1407
8/16/2014,44,5378
8/16/2014,45,4703
8/16/2014,46,4531
8/16/2014,47,4410
8/16/2014,48,3768
8/16/2014,49,2803
8/16/2014,50,3307
8/16/2014,51,1940
8/16/2014,53,980
8/16/2014,54,998
8/17/2014,1,459
8/17/2014,2,1943
8/17/2014,3,3430
8/17/2014,4,1746
8/17/2014,5,1563
8/17/2014,6,2034
8/17/2014,7,1523
8/17/2014,8,2591
8/17/2014,9,2291
8/17/2014,10,954
8/17/2014,11,2347
8/17/2014,12,1092
8/17/2014,13,834
8/17/2014,15,890
8/17/2014,16,1279
8/17/2014,17,1343
8/17/2014,18,1434
8/17/2014,19,1010
8/17/2014,23,931
8/17/2014,24,1993
8/17/2014,25,797
8/17/2014,26,741
8/17/2014,27,1992
8/17/2014,28,1731
8/17/2014,30,684
8/17/2014,31,1611
8/17/2014,32,706
8/17/2014,33,1331
8/17/2014,34,2550
8/17/2014,35,802
8/17/2014,36,969
8/17/2014,37,1036
8/17/2014,38,1985
8/17/2014,39,1289
8/17/2014,40,1275
8/17/2014,41,1411
8/17/2014,43,1490
8/17/2014,44,5398
8/17/2014,45,4430
8/17/2014,46,4641
8/17/2014,47,4472
8/17/2014,48,4251
8/17/2014,49,2920
8/17/2014,50,2922
8/17/2014,51,1867
8/17/2014,53,1010
8/17/2014,54,1308
8/18/2014,1,1805
8/18/2014,2,1876
8/18/2014,3,3019
8/18/2014,4,1541
8/18/2014,5,1622
8/18/2014,6,1689
8/18/2014,7,1801
8/18/2014,8,2874
8/18/2014,9,2333
8/18/2014,10,1080
8/18/2014,11,2449
8/18/2014,12,1130
8/18/2014,13,927
8/18/2014,15,1394
8/18/2014,16,942
8/18/2014,17,1276
8/18/2014,18,1481
8/18/2014,19,1350
8/18/2014,23,1030
8/18/2014,24,2202
8/18/2014,25,818
8/18/2014,26,626
8/18/2014,27,1231
8/18/2014,28,1108
8/18/2014,30,693
8/18/2014,31,1292
8/18/2014,32,602
8/18/2014,33,1138
8/18/2014,34,2554
8/18/2014,35,678
8/18/2014,36,1121
8/18/2014,37,1477
8/18/2014,38,1656
8/18/2014,39,1378
8/18/2014,40,1543
8/18/2014,41,1034
8/18/2014,43,1342
8/18/2014,44,4382
8/18/2014,45,3770
8/18/2014,46,3527
8/18/2014,47,3815
8/18/2014,48,3001
8/18/2014,49,2418
8/18/2014,50,2591
8/18/2014,51,1574
8/18/2014,53,729
8/18/2014,54,930
8/19/2014,1,1670
8/19/2014,2,1727
8/19/2014,3,2790
8/19/2014,4,1390
8/19/2014,5,1458
